16,2,8,75,7,224,0,0,
16,2,8,150,8,15,0,0,
16,2,8,239,8,75,0,0,
16,2,9,76,8,141,0,0,
16,2,9,163,8,204,0,0,
16,2,9,248,9,6,0,0,
16,2,10,74,9,63,0,0,
16,2,10,148,9,115,0,0,
16,2,10,206,9,158,0,0,
16,2,10,238,9,181,0,0,
17,2,113,113,113,114,114,0,
19,2,83,81,80,79,78,0,
16,2,10,228,9,176,0,0,
16,2,10,177,9,144,0,0,
16,2,10,101,9,92,0,0,
16,2,10,17,9,34,0,0,
16,2,9,191,8,233,1,0,
16,2,9,100,8,168,1,0,
16,2,8,247,8,94,1,0,
16,2,8,136,8,18,1,0,
16,2,8,33,7,205,1,0,
16,2,7,199,7,140,0,0,
16,2,7,113,7,78,0,0,
16,2,7,27,7,18,0,0,
16,2,6,217,6,225,0,0,
16,2,6,203,6,211,0,0,
16,2,6,244,6,238,0,0,
16,2,7,41,7,20,0,0,
16,2,7,80,7,46,0,0,
16,2,7,119,7,73,0,0,
16,2,7,170,7,109,0,0,
16,2,7,209,7,138,0,0,
17,2,115,115,116,116,117,0,
19,2,76,75,74,73,72,0,
16,2,7,221,7,149,0,0,
16,2,7,227,7,152,0,0,
16,2,7,234,7,157,0,0,
16,2,7,236,7,158,0,0,
16,2,7,229,7,154,0,0,
16,2,7,222,7,149,0,0,
16,2,7,220,7,149,0,0,
16,2,7,221,7,150,0,0,
16,2,7,221,7,150,0,0,
16,2,7,220,7,148,0,0,
16,2,7,220,7,147,0,0,
16,2,7,221,7,146,0,0,
16,2,7,224,7,149,0,0,
16,2,7,234,7,156,0,0,
16,2,7,242,7,163,0,0,
16,2,7,248,7,166,0,0,
16,2,7,248,7,164,0,0,
16,2,7,242,7,163,0,0,
16,2,7,232,7,157,0,0,
16,2,7,223,7,150,0,0,
17,2,117,118,118,119,119,0,
19,2,71,70,69,67,66,0,
16,2,7,220,7,148,0,0,
16,2,7,226,7,152,0,0,
16,2,7,241,7,162,0,0,
16,2,8,0,7,174,0,0,
16,2,8,14,7,182,0,0,
16,2,8,16,7,185,0,0,
16,2,8,9,7,180,0,0,
16,2,7,254,7,171,0,0,
16,2,7,241,7,161,0,0,
16,2,7,235,7,159,0,0,
16,2,7,243,7,163,0,0,
16,2,8,0,7,172,0,0,
16,2,8,15,7,183,0,0,
16,2,8,26,7,193,0,0,
16,2,8,30,7,197,0,0,
16,2,8,28,7,195,0,0,
16,2,8,31,7,195,0,0,
16,2,8,27,7,193,0,0,
